"LastProcessedDate","Date","Emissions_Scope_Category","Emission_Activity_Category","Target_Renewable_Energy_Percentage","Total_Floor_Area_sqft","Target_Compensated_Emissions_tCO2e","Forecasted_Renewable_Energy_Cons","Forecasted_Emissions_Intensity_Reduc","Forecasted_Emissions_tCO2e","Actual_Renewable_Energy_Cons","Net_Emissions_Forecast_tCO2e","Headcount","Planned_Supplier_Emissions_Reduction","Required_Carbon_Credits_tCO2e","Actual_Emissions_Intensity","Planned_Carbon_Credits_tCO2e","Revenue","Planned_Operational_Emissions_Reduction","Final_Forecasted_Emissions_tCO2e","Actual_Emissions_tCO2e","Target_Emissions_tCo2e"
"2023-02-24","2038-12-09","Scope 3","Scope 3 Franchising",20,100000,,,0,,,50000,100,250000,0,25,250000,250,,,,0
"2023-02-24","2030-01-02","Scope 1","Data Center",10,50000,0,150000,10,200000,,0,50,150000,100000,0,100000,150,100000,250000,,
"2023-02-24","2031-08-15","Scope 2","Commercial Building",,200000,250000,100000,50,0,,150000,300,100000,200000,10,0,200,0,100000,,150000
"2023-02-24","2036-07-29","Scope 3","Data Center",10,200000,200000,100000,,150000,,250000,200,50000,,,,200,250000,150000,,50000
"2023-02-24","2022-06-26","Scope 1","Fleet Vehicles",15,250000,150000,50000,,,,100000,250,,,30,,100,50000,,,
"2023-02-24","2024-06-22","Scope 1","Data Center",20,200000,50000,250000,40,,,,350,150000,200000,15,0,150,150000,100000,,100000
"2023-02-24","2033-07-09","Scope 2","Private Jet",0,100000,250000,200000,50,50000,,50000,100,100000,100000,,,150,0,100000,,150000
"2023-02-24","2029-06-10","Scope 3","Scope 3 Business Travel",30,150000,0,,0,250000,,0,250,250000,,20,100000,200,50000,150000,,0
"2023-02-24","2028-04-10","Scope 3","Scope 3 Downstream Leased Assets",10,250000,,200000,20,150000,,200000,150,,50000,10,50000,150,200000,50000,,200000
"2023-02-24","2035-11-12","Scope 1","Commercial Building",0,50000,100000,250000,10,100000,,,200,50000,250000,30,150000,150,,0,,50000
"2023-02-24","2029-01-15","Scope 2","Data Center",30,100000,200000,50000,,0,,250000,300,0,0,15,200000,150,100000,250000,,
"2023-02-24","2030-11-28","Scope 1","Private Jet",20,150000,150000,0,30,200000,,150000,50,200000,150000,0,250000,150,150000,200000,,250000
"2023-02-24","2031-07-29","Scope 3","Private Jet",,250000,50000,150000,20,150000,,100000,350,100000,150000,25,250000,150,250000,,,150000
"2023-02-24","2026-06-12","Scope 2","Fleet Vehicles",15,200000,50000,100000,0,100000,,0,200,250000,,20,100000,150,200000,50000,,0
"2023-02-24","2036-01-11","Scope 3","Scope 3 Downstream Transportation Distribution",20,50000,0,100000,,,,100000,300,200000,0,,200000,200,150000,100000,,100000
"2023-02-24","2040-12-22","Scope 1","Commercial Building",15,250000,100000,250000,10,250000,,200000,250,50000,100000,30,0,250,0,250000,,200000
"2023-02-24","2022-03-08","Scope 2","Data Center",,150000,,0,,,30,250000,350,,,15,,250,50000,0,150000,
"2023-02-24","2023-05-09","Scope 2","Private Jet",30,50000,150000,150000,40,50000,90,150000,150,,50000,25,,350,100000,200000,50000,50000
"2023-02-24","2039-10-27","Scope 3","Scope 3 Purchased Goods Services",10,100000,250000,50000,50,200000,,50000,50,0,200000,0,150000,200,250000,150000,,250000
"2023-02-24","2041-08-17","Scope 1","Fleet Vehicles",0,200000,200000,200000,30,0,,,100,150000,250000,10,50000,200,,100000,,
"2023-02-24","2024-11-30","Scope 2","Commercial Building",20,200000,,100000,0,,,150000,100,0,0,25,0,150,,100000,,250000
"2023-02-24","2025-12-11","Scope 3","Scope 3 Capital Goods",30,50000,150000,,30,200000,,,200,150000,,10,,150,200000,,,50000
"2023-02-24","2020-06-15","Scope 1","Private Jet",15,150000,0,200000,,,0,100000,150,,,15,,150,150000,100000,250000,
"2023-02-24","2034-06-22","Scope 3","Scope 3 Investments",,250000,100000,,,150000,,200000,350,50000,50000,30,50000,200,50000,,,200000
"2023-02-24","2021-12-03","Scope 1","Fleet Vehicles",10,200000,250000,150000,,,20,0,250,,,,,200,100000,,100000,
"2023-02-24","2027-10-19","Scope 2","Data Center",0,100000,50000,0,20,250000,,250000,300,100000,250000,20,200000,150,0,150000,,
"2023-02-24","2038-06-21","Scope 3","Scope 3 Uncategorized Emissions",0,100000,200000,100000,40,0,,50000,50,250000,200000,0,150000,200,250000,50000,,0
"2023-02-24","2037-06-22","Scope 2","Data Center",10,250000,50000,250000,50,100000,,200000,200,200000,100000,0,100000,200,100000,250000,,100000
"2023-02-24","2033-03-22","Scope 1","Commercial Building",30,150000,200000,50000,10,50000,,,100,,150000,30,250000,200,250000,200000,,150000
"2023-02-24","2032-03-10","Scope 1","Fleet Vehicles",20,50000,,200000,,250000,,250000,350,100000,150000,20,150000,150,150000,150000,,150000
"2023-02-24","2029-03-26","Scope 2","Private Jet",15,200000,250000,50000,10,0,,100000,50,0,250000,,50000,150,,0,,250000
"2023-02-24","2033-09-18","Scope 3","Scope 3 Upstream Transportation Distribution",,250000,150000,250000,40,50000,,0,300,200000,,15,0,200,200000,50000,,50000
"2023-02-24","2026-09-07","Scope 2","Data Center",10,150000,100000,150000,0,100000,,150000,150,,50000,25,250000,150,0,,,100000
"2023-02-24","2025-05-14","Scope 3","Scope 3 Use of Sold Products",,200000,0,,50,150000,,50000,250,250000,200000,10,200000,150,50000,100000,,
"2023-02-24","2034-02-27","Scope 1","Fleet Vehicles",30,100000,200000,100000,20,200000,,200000,100,150000,100000,15,100000,150,150000,100000,,200000
"2023-02-24","2041-12-23","Scope 2","Private Jet",0,50000,50000,0,30,,,0,50,50000,0,,,250,100000,0,,0
"2023-02-24","2035-03-12","Scope 1","Commercial Building",15,150000,150000,100000,,50000,,,150,200000,100000,0,250000,200,,200000,,150000
"2023-02-24","2031-09-12","Scope 3","Scope 3 Employee Commuting",20,50000,250000,0,40,,,150000,250,100000,250000,20,150000,200,50000,150000,,0
"2023-02-24","2023-07-18","Scope 2","Commercial Building",0,150000,,100000,20,250000,50,50000,300,150000,150000,10,200000,100,0,250000,0,200000
"2023-02-24","2032-08-29","Scope 1","Data Center",10,250000,0,250000,0,100000,,100000,200,250000,,30,50000,150,200000,150000,,250000
"2023-02-24","2024-06-17","Scope 3","Fleet Vehicles",30,100000,100000,200000,50,200000,,250000,350,50000,0,25,0,150,250000,200000,,50000
"2023-02-24","2028-02-08","Scope 1","Private Jet",15,200000,250000,,30,150000,,0,200,0,50000,10,100000,150,50000,100000,,100000
"2023-02-24","2021-02-09","Scope 2","Fleet Vehicles",20,100000,50000,50000,,,70,200000,350,,,25,,300,200000,,200000,
"2023-02-24","2030-02-06","Scope 3","Commercial Building",,50000,100000,150000,10,0,,,250,,200000,15,,150,,50000,,
"2023-02-24","2040-12-07","Scope 3","Scope 3 Waste Generated in Operations",20,200000,150000,50000,20,150000,,100000,150,250000,50000,30,150000,200,0,0,,250000
"2023-02-24","2027-04-26","Scope 2","Data Center",0,250000,,0,,50000,,50000,50,50000,,20,250000,150,150000,250000,,0
"2023-02-24","2020-05-29","Scope 1","Commercial Building",10,150000,0,150000,,,70,150000,300,,,,,350,250000,150000,150000,
"2023-02-24","2022-08-08","Scope 3","Scope 3 Processing Sold Products",30,250000,200000,200000,,,,250000,100,,,0,,150,100000,,250000,
"2023-02-24","2038-12-10","Scope 1","Fleet Vehicles",,200000,50000,,40,,,50000,350,,150000,10,50000,200,200000,50000,,100000
"2023-02-24","2036-05-06","Scope 2","Private Jet",15,100000,0,250000,50,200000,,,100,200000,250000,,100000,200,,0,,
"2023-02-24","2039-09-02","Scope 1","Commercial Building",30,50000,100000,100000,0,100000,,200000,200,0,100000,15,,250,250000,250000,,50000
"2023-02-24","2037-07-04","Scope 3","Scope 3 Downstream Transportation Distribution",20,150000,150000,200000,30,250000,,100000,300,100000,200000,25,200000,200,100000,50000,,200000
"2023-02-24","2036-07-21","Scope 2","Fleet Vehicles",15,50000,250000,50000,10,0,,150000,150,150000,0,0,0,200,0,200000,,150000
"2023-02-24","2032-04-05","Scope 3","Scope 3 Upstream Transportation Distribution",10,100000,,100000,20,200000,,250000,250,100000,100000,30,250000,200,150000,100000,,100000
"2023-02-24","2023-09-11","Scope 1","Data Center",0,150000,200000,250000,10,150000,0,0,50,200000,,20,,250,50000,100000,200000,
"2023-02-24","2037-12-27","Scope 2","Private Jet",,200000,250000,0,30,0,,100000,350,150000,200000,20,0,200,250000,50000,,200000
"2023-02-24","2026-09-16","Scope 2","Private Jet",20,250000,50000,,,100000,,50000,100,50000,0,10,150000,150,100000,,,0
"2023-02-24","2038-12-21","Scope 3","Scope 3 Capital Goods",,50000,100000,150000,40,50000,,0,50,0,250000,,50000,200,200000,200000,,50000
"2023-02-24","2034-10-29","Scope 1","Commercial Building",10,200000,200000,200000,50,,,150000,250,250000,50000,15,100000,200,150000,150000,,250000
"2023-02-24","2039-06-22","Scope 2","Fleet Vehicles",0,100000,,0,0,250000,,,200,,150000,25,200000,200,,0,,150000
"2023-02-24","2022-06-13","Scope 1","Data Center",15,250000,150000,,,,50,200000,150,,,30,,300,50000,250000,,
"2023-02-24","2030-07-13","Scope 3","Scope 3 End-Life Treatment of Sold Product",30,150000,0,100000,20,,,250000,300,,0,0,50000,150,0,,,200000
"2023-02-24","2031-10-11","Scope 2","Commercial Building",10,200000,50000,100000,50,150000,,200000,350,0,250000,20,150000,200,200000,100000,,100000
"2023-02-24","2028-11-03","Scope 3","Commercial Building",0,50000,150000,150000,30,0,,250000,150,100000,50000,0,100000,150,,250000,,150000
"2023-02-24","2029-08-01","Scope 1","Fleet Vehicles",,100000,100000,250000,0,100000,,100000,300,150000,100000,10,250000,200,250000,200000,,
"2023-02-24","2041-05-16","Scope 1","Data Center",20,150000,,50000,40,50000,,,100,250000,150000,15,0,250,150000,150000,,0
"2023-02-24","2033-10-21","Scope 2","Private Jet",15,250000,200000,,,200000,,150000,200,200000,200000,,,150,0,100000,,250000
"2023-02-24","2021-03-31","Scope 3","Scope 3 Purchased Goods Services",30,200000,250000,50000,,,30,0,250,,,25,,100,100000,0,0,
"2023-02-24","2035-10-24","Scope 1","Commercial Building",30,250000,0,200000,10,250000,,50000,50,50000,,30,200000,200,50000,50000,,50000
"2023-02-24","2040-06-12","Scope 3","Scope 3 Upstream Leased Assets",0,200000,,250000,0,100000,,200000,100,,0,10,250000,250,250000,200000,,100000
"2023-02-24","2020-11-30","Scope 2","Fleet Vehicles",,100000,100000,0,,,90,,150,,,30,,200,0,250000,50000,
"2023-02-24","2027-12-10","Scope 3","Scope 3 Fuel and Energy-Related Activity",20,50000,150000,100000,10,,,150000,200,100000,,15,50000,200,,50000,,200000
"2023-02-24","2024-02-18","Scope 2","Private Jet",15,150000,50000,150000,30,50000,,0,250,0,200000,0,200000,150,200000,0,,250000
"2023-02-24","2025-01-10","Scope 1","Data Center",10,250000,250000,,,0,,250000,350,50000,50000,20,100000,150,150000,200000,,50000
"2023-02-24","2037-05-10","Scope 3","Fleet Vehicles",0,50000,0,100000,50,200000,,100000,50,150000,100000,25,,200,100000,150000,,0
"2023-02-24","2028-08-09","Scope 1","Commercial Building",10,200000,200000,50000,40,150000,,50000,300,250000,250000,,150000,150,50000,,,150000
"2023-02-24","2034-11-29","Scope 2","Data Center",,150000,250000,0,20,250000,,0,250,200000,150000,10,0,200,50000,100000,,
"2023-02-24","2021-03-02","Scope 3","Scope 3 Franchising",20,100000,150000,150000,,,20,250000,100,,,0,,100,200000,200000,100000,
"2023-02-24","2036-07-21","Scope 1","Private Jet",30,250000,,200000,,50000,,50000,150,0,150000,,50000,200,100000,,,250000
"2023-02-24","2032-07-31","Scope 2","Fleet Vehicles",15,200000,0,250000,40,150000,,,350,250000,200000,30,150000,200,0,0,,
"2023-02-24","2020-11-05","Scope 2","Data Center",15,100000,50000,,,,,200000,300,,,15,,250,,150000,0,
"2023-02-24","2040-09-15","Scope 3","Scope 3 Uncategorized Emissions",10,150000,100000,0,10,250000,,100000,200,100000,0,25,200000,200,250000,50000,,50000
"2023-02-24","2022-10-28","Scope 1","Fleet Vehicles",,50000,200000,150000,,,0,150000,50,,,20,,150,150000,,200000,
"2023-02-24","2039-10-29","Scope 1","Commercial Building",30,50000,200000,250000,30,100000,,,300,200000,50000,15,,200,50000,250000,,150000
"2023-02-24","2035-04-02","Scope 2","Private Jet",20,250000,50000,200000,0,200000,,250000,150,50000,250000,25,0,200,,100000,,100000
"2023-02-24","2027-09-28","Scope 3","Scope 3 Business Travel",0,200000,100000,100000,20,0,,0,200,,100000,10,250000,150,200000,200000,,0
"2023-02-24","2030-05-17","Scope 1","Data Center",0,100000,,50000,50,,,200000,250,150000,,0,100000,150,0,,,200000
"2023-02-24","2038-06-29","Scope 3","Scope 3 Employee Commuting",30,150000,0,250000,0,0,,100000,50,200000,50000,20,100000,250,250000,0,,200000
"2023-02-24","2024-11-05","Scope 2","Private Jet",20,200000,150000,,50,150000,,50000,350,0,0,,200000,150,100000,250000,,
"2023-02-24","2026-03-11","Scope 3","Scope 3 Investments",,250000,250000,200000,20,50000,,150000,100,,250000,30,,150,150000,50000,,0
"2023-02-24","2023-05-07","Scope 2","Commercial Building",15,150000,250000,100000,40,100000,90,250000,300,100000,200000,10,150000,350,200000,100000,100000,150000
"2023-02-24","2033-07-27","Scope 1","Fleet Vehicles",10,100000,0,0,,200000,,200000,200,50000,150000,,0,150,0,150000,,100000
"2023-02-24","2041-12-14","Scope 3","Scope 3 Processing Sold Products",15,50000,150000,100000,30,250000,,100000,100,250000,,25,250000,250,100000,150000,,50000
"2023-02-24","2031-11-28","Scope 1","Private Jet",,150000,200000,150000,10,,,150000,50,150000,100000,30,50000,150,50000,0,,250000
"2023-02-24","2025-08-25","Scope 2","Commercial Building",20,200000,100000,100000,40,50000,,,350,150000,150000,20,200000,150,150000,100000,,0
"2023-02-24","2029-07-29","Scope 2","Fleet Vehicles",30,50000,,50000,0,100000,,50000,250,250000,200000,15,250000,150,,200000,,200000
"2023-02-24","2038-01-29","Scope 3","Scope 3 Downstream Leased Assets",0,150000,50000,50000,50,150000,,0,150,0,100000,0,50000,200,250000,50000,,150000
"2023-02-24","2037-05-12","Scope 1","Data Center",10,250000,250000,250000,,0,,0,300,50000,0,20,,200,200000,100000,,
"2023-02-24","2027-11-01","Scope 2","Data Center",30,200000,,150000,20,,,200000,100,200000,50000,10,100000,150,0,150000,,100000
"2023-02-24","2026-03-18","Scope 3","Data Center",,100000,50000,0,30,250000,,150000,250,,250000,0,150000,150,,250000,,50000
"2023-02-24","2033-12-25","Scope 1","Fleet Vehicles",10,150000,0,,10,200000,,50000,200,100000,,,0,200,150000,150000,,250000
"2023-02-24","2035-07-16","Scope 1","Private Jet",15,200000,150000,200000,40,50000,,,150,50000,100000,30,150000,200,250000,,,
"2023-02-24","2029-10-30","Scope 3","Scope 3 Waste Generated in Operations",20,250000,100000,100000,50,150000,,250000,350,0,200000,15,50000,150,50000,,,100000
"2023-02-24","2022-03-07","Scope 2","Commercial Building",0,50000,200000,50000,,,20,100000,50,,,25,,200,100000,,250000,
"2023-02-24","2032-05-05","Scope 3","Scope 3 Use of Sold Products",10,100000,,0,,200000,,,300,100000,50000,25,0,150,0,50000,,250000
"2023-02-24","2039-08-14","Scope 1","Commercial Building",30,50000,150000,100000,10,,,150000,50,250000,0,,200000,250,200000,200000,,150000
"2023-02-24","2030-10-07","Scope 2","Private Jet",,150000,200000,,20,0,,100000,100,,150000,15,,200,250000,0,,200000
"2023-02-24","2023-05-28","Scope 3","Private Jet",15,250000,0,200000,30,100000,70,0,150,200000,250000,10,250000,300,100000,250000,150000,0
"2023-02-24","2021-07-07","Scope 2","Data Center",20,100000,50000,250000,,,30,50000,200,,,0,,350,150000,100000,50000,
"2023-02-24","2025-12-05","Scope 1","Fleet Vehicles",0,200000,100000,150000,0,250000,,200000,250,150000,,20,100000,150,,150000,,50000
"2023-02-24","2028-07-02","Scope 2","Private Jet",15,100000,250000,150000,0,150000,,250000,350,250000,,30,250000,150,50000,150000,,100000
"2023-02-24","2020-03-21","Scope 3","Data Center",0,50000,200000,200000,,,50,0,150,,,30,,300,0,0,,
"2023-02-24","2031-06-11","Scope 1","Data Center",30,200000,250000,50000,,0,,,200,0,0,15,200000,150,,50000,,0
"2023-02-24","2036-10-20","Scope 1","Fleet Vehicles",,250000,,250000,40,100000,,250000,50,100000,100000,20,100000,200,150000,150000,,
"2023-02-24","2034-05-07","Scope 3","Commercial Building",10,150000,50000,100000,30,200000,,100000,350,150000,200000,10,0,150,50000,150000,,50000
"2023-02-24","2040-07-23","Scope 2","Commercial Building",20,200000,0,100000,50,,,50000,300,,250000,,,250,200000,0,,250000
"2023-02-24","2024-11-01","Scope 1","Data Center",20,200000,150000,0,20,250000,,200000,250,200000,150000,0,50000,200,100000,100000,,150000
"2023-02-24","2041-06-07","Scope 2","Commercial Building",,250000,100000,200000,10,50000,,150000,100,50000,50000,25,150000,200,250000,0,,200000
"2023-02-24","2022-01-18","Scope 3","Scope 3 Fuel and Energy-Related Activity",0,50000,50000,,,,30,50000,250,,,25,,100,200000,,50000,
"2023-02-24","2032-11-05","Scope 1","Fleet Vehicles",10,250000,150000,100000,30,,,200000,350,,0,30,100000,200,0,150000,,0
"2023-02-24","2040-02-26","Scope 2","Private Jet",15,100000,0,200000,0,200000,,,300,50000,50000,10,,200,150000,250000,,200000
"2023-02-24","2021-10-22","Scope 3","Scope 3 Upstream Transportation Distribution",30,150000,250000,50000,,,70,150000,200,,,0,,200,250000,200000,100000,
"2023-02-24","2036-12-27","Scope 2","Private Jet",20,250000,100000,150000,50,0,,0,100,250000,200000,,50000,200,100000,150000,,250000
"2023-02-24","2031-12-02","Scope 3","Scope 3 End-Life Treatment of Sold Product",30,100000,200000,0,40,100000,,250000,150,150000,100000,20,0,150,50000,50000,,50000
"2023-02-24","2039-03-29","Scope 1","Fleet Vehicles",,150000,,,20,250000,,100000,50,200000,,15,150000,200,,100000,,
"2023-02-24","2041-02-11","Scope 1","Data Center",10,200000,200000,250000,,150000,,100000,50,0,250000,10,250000,250,0,200000,,150000
"2023-02-24","2038-01-17","Scope 2","Commercial Building",0,200000,,150000,10,50000,,50000,100,100000,150000,15,200000,200,100000,0,,100000
"2023-02-24","2024-01-02","Scope 3","Scope 3 Waste Generated in Operations",15,50000,100000,0,10,50000,,0,200,,200000,0,250000,150,150000,100000,,
"2023-02-24","2023-01-09","Scope 3","Scope 3 Processing Sold Products",10,50000,0,150000,40,,0,250000,150,250000,250000,25,,250,250000,0,200000,100000
"2023-02-24","2034-05-07","Scope 1","Commercial Building",30,250000,150000,100000,30,0,,200000,350,100000,50000,,150000,200,,250000,,0
"2023-02-24","2026-08-13","Scope 2","Data Center",15,150000,50000,,,200000,,150000,300,200000,,30,100000,150,50000,,,50000
"2023-02-24","2037-10-30","Scope 2","Private Jet",20,100000,250000,250000,0,100000,,,250,150000,100000,20,50000,200,200000,50000,,250000
"2023-02-24","2029-11-29","Scope 3","Private Jet",,200000,0,200000,20,250000,,250000,350,0,150000,20,200000,200,,0,,200000
"2023-02-24","2033-02-02","Scope 1","Fleet Vehicles",0,100000,,50000,50,150000,,0,100,50000,0,10,0,150,250000,150000,,150000
"2023-02-24","2035-05-28","Scope 2","Private Jet",20,200000,200000,0,30,,,150000,200,,150000,,50000,200,200000,,,150000
"2023-02-24","2020-11-19","Scope 1","Fleet Vehicles",30,250000,250000,100000,,,90,100000,150,,,0,,150,100000,,150000,
"2023-02-24","2027-02-25","Scope 3","Scope 3 Upstream Leased Assets",,150000,50000,150000,0,250000,,50000,300,0,50000,25,0,150,50000,100000,,200000
"2023-02-24","2025-09-30","Scope 2","Data Center",0,50000,150000,50000,,0,,200000,250,100000,0,30,,150,0,200000,,50000
"2023-02-24","2028-06-11","Scope 3","Scope 3 Capital Goods",15,200000,100000,250000,40,50000,,,50,150000,,15,250000,150,150000,250000,,250000
"2023-02-24","2030-09-18","Scope 1","Commercial Building",10,150000,,,20,100000,,100000,350,200000,100000,20,200000,150,100000,150000,,
"2023-02-24","2032-12-21","Scope 1","Data Center",30,50000,250000,200000,50,200000,,250000,100,250000,250000,15,100000,200,50000,,,100000
"2023-02-24","2031-03-12","Scope 3","Scope 3 Employee Commuting",15,100000,150000,100000,10,150000,,50000,250,50000,200000,25,150000,200,150000,100000,,0
"2023-02-24","2028-12-27","Scope 2","Private Jet",10,250000,200000,,0,250000,,200000,50,100000,150000,30,50000,150,250000,50000,,200000
"2023-02-24","2023-02-07","Scope 2","Fleet Vehicles",,150000,100000,150000,,150000,,0,200,,50000,,250000,150,200000,250000,,100000
"2023-02-24","2024-03-08","Scope 1","Commercial Building",20,50000,50000,200000,40,100000,,150000,150,150000,100000,10,150000,150,,0,,
