"ForecastStatus","ProductFamily","OwnerName","AccountId","ProductName","ExternalId","LastProcessedDate","Time","ParentName","AccountType","SalesAgreementName","Industry","DerivedStatus","AccountName","Plan","UnitPrice","Price","Forecast","Attainment","Actual"
"Active","Attachments","Vance Channel","0013h00000CPh5kAAD","Utility Broom UB1000","Account.010","2020-06-19","2019-09-12","Ohana Technologies","Partner","Acme Partners SA_Monthly6_2019-09-12","Technology","Approved","Acme Partners",10000,4500,4238,10645,110,11710
"Expired","Attachments","Cindy Central","0013h00000CPh5nAAD","Trencher T60","Account.001","2020-06-19","2019-02-05","Ohana Technologies","Enterprise","Ohana Incorporated. SA_Yearly6_2019-02-05","Technology","Upcoming Renewal","Ohana Incorporated.",30000,9000,8547,40872,85,34741
"Active","Attachments","Bill West","0013h00000CPh6hAAD","Backhoe Attachment R1","Account.019","2020-06-19","2019-06-22","Permadyne GmbH, LTD","Person","Haven Enterprises SA_Quarterly18_2019-06-22","Consumer","Approved","Haven Enterprises",35000,19500,18164,40694,94,38252
"Active","Attachments","Vance Channel","0013h00000CPh5kAAD","Ripper 19","Account.010","2020-06-19","2019-03-27","Ohana Technologies","Partner","Acme Partners SA_Yearly6_2019-03-27","Technology","Upcoming Renewal","Acme Partners",32500,800,764,37488,92,34489
"Expired","Attachments","Ely East","0013h00000CPh5tAAD","Utility Broom UB1000","Account.054","2020-06-19","2020-11-24","Permadyne GmbH, LTD","Small Business","Tech Labs SA_Monthly18_2020-11-24","Manufacturing","Approved","Tech Labs",27500,4500,4090,31927,92,29373
"Active","Attachments","Ricky East","0013h00000CPh5mAAD","Hammer H700","Account.011","2020-06-19","2019-09-11","Advanced Communications","Mid-Market","Meridian Partners SA_Quarterly6_2019-09-11","Technology","Pending Approval","Meridian Partners",22500,5750,5380,27514,91,25038
"Expired","Attachments","Vance Channel","0013h00000CPh5uAAD","Compactor 9500","Account.052","2020-06-19","2020-09-05","Ohana Technologies","Enterprise","Red Studio Designs SA_Quarterly18_2020-09-05","Communications","Upcoming Renewal","Red Studio Designs",40000,13000,10464,36773,108,39715
"Active","Attachments","Kasey Central","0013h00000CPh77AAD","Pickup Broom PB200","Account.046","2020-06-19","2019-06-22","Advanced Communications","Enterprise","Silodyne Company SA_Monthly18_2019-06-22","Healthcare & Life Sciences","Approved","Silodyne Company",7500,7500,7096,8915,89,7934
"Active","Attachments","Bill West","0013h00000CPh6hAAD","Ripper 19","Account.019","2020-06-19","2020-08-24","Permadyne GmbH, LTD","Person","Haven Enterprises SA_Yearly18_2020-08-24","Consumer","Pending Approval","Haven Enterprises",37500,800,722,43591,94,40976
"Expired","Attachments","Paul Partner","0013h00000CPh6xAAD","Ripper 27","Account.045","2020-06-19","2020-02-01","Ohana Technologies","Mid-Market","Momentum Design SA_Quarterly18_2020-02-01","Financial Services","Upcoming Renewal","Momentum Design",35000,1000,936,39565,99,39169
"Active","Attachments","Kasey Central","0013h00000CPh6yAAD","Trencher T60","Account.044","2020-06-19","2019-11-07","Ohana Technologies","Small Business","Wellspring, Inc. SA_Yearly6_2019-11-07","Financial Services","Upcoming Renewal","Wellspring, Inc.",22500,9000,7370,24653,105,25886
"Expired","Attachments","Ely East","0013h00000CPh5tAAD","Pickup Broom PB200","Account.054","2020-06-19","2020-12-31","Permadyne GmbH, LTD","Small Business","Tech Labs SA_Monthly12_2020-12-31","Manufacturing","Approved","Tech Labs",12500,7500,7116,14416,92,13263
"Active","Attachments","Ricky East","0013h00000CPh5mAAD","Compactor 9500","Account.011","2020-06-19","2020-04-04","Advanced Communications","Mid-Market","Meridian Partners SA_Quarterly18_2020-04-04","Technology","Upcoming Renewal","Meridian Partners",5000,13000,12415,5925,91,5392
"Active","Attachments","Vance Channel","0013h00000CPh5uAAD","Pulverizer P10","Account.052","2020-06-19","2019-10-17","Ohana Technologies","Enterprise","Red Studio Designs SA_Yearly18_2019-10-17","Communications","Pending Approval","Red Studio Designs",32500,4500,3996,30645,108,33097
"Expired","Attachments","Vance Channel","0013h00000CPh5kAAD","Ripper 34","Account.010","2020-06-19","2019-03-29","Ohana Technologies","Partner","Acme Partners SA_Monthly18_2019-03-29","Technology","Approved","Acme Partners",20000,1350,1097,21327,110,23460
"Active","Attachments","Vance Channel","0013h00000CPh5kAAD","Hammer H500","Account.010","2020-06-19","2019-05-05","Ohana Technologies","Partner","Acme Partners SA_Yearly6_2019-05-05","Technology","Upcoming Renewal","Acme Partners",40000,4200,3969,45312,99,44859
"Expired","Attachments","Cindy Central","0013h00000CPh76AAD","Utility Broom UB1000","Account.059","2020-06-19","2020-07-07","Advanced Communications","Mid-Market","Integrity Systems SA_Monthly6_2020-07-07","Technology","Approved","Integrity Systems",5000,4500,4275,5626,102,5739
"Active","Attachments","Kasey Central","0013h00000CPh77AAD","Trencher T36","Account.046","2020-06-19","2020-10-20","Advanced Communications","Enterprise","Silodyne Company SA_Quarterly6_2020-10-20","Healthcare & Life Sciences","Upcoming Renewal","Silodyne Company",40000,6000,5008,46372,89,41271
"Active","Attachments","Cindy Central","0013h00000CPh5nAAD","Ripper 37","Account.001","2020-06-19","2019-08-13","Ohana Technologies","Enterprise","Ohana Incorporated. SA_Monthly6_2019-08-13","Technology","Upcoming Renewal","Ohana Incorporated.",7500,2000,1884,10214,85,8682
"Expired","Attachments","Vance Channel","0013h00000CPh5kAAD","Pickup Broom PB200","Account.010","2020-06-19","2020-08-27","Ohana Technologies","Partner","Acme Partners SA_Yearly18_2020-08-27","Technology","Pending Approval","Acme Partners",7500,7500,6330,8062,110,8868
"Active","Attachments","Bill West","0013h00000CPh6hAAD","Pickup Broom PB100","Account.019","2020-06-19","2020-05-27","Permadyne GmbH, LTD","Person","Haven Enterprises SA_Quarterly12_2020-05-27","Consumer","Approved","Haven Enterprises",20000,6900,6685,23403,94,21999
"Expired","Attachments","Vance Channel","0013h00000CPh5uAAD","Backhoe Attachment R2","Account.052","2020-06-19","2020-01-08","Ohana Technologies","Enterprise","Red Studio Designs SA_Yearly12_2020-01-08","Communications","Upcoming Renewal","Red Studio Designs",27500,20500,19507,25212,108,27229
"Active","Attachments","Vance Channel","0013h00000CPh5kAAD","Hammer H700","Account.010","2020-06-19","2019-01-30","Ohana Technologies","Partner","Acme Partners SA_Quarterly12_2019-01-30","Technology","Approved","Acme Partners",20000,5750,4840,21527,110,23680
"Expired","Attachments","Ely East","0013h00000CPh5tAAD","Pulverizer P20","Account.054","2020-06-19","2019-12-06","Permadyne GmbH, LTD","Small Business","Tech Labs SA_Monthly6_2019-12-06","Manufacturing","Upcoming Renewal","Tech Labs",30000,4750,4600,34286,92,31543
"Active","Attachments","Cindy Central","0013h00000CPh76AAD","Backhoe Attachment R1","Account.059","2020-06-19","2019-04-21","Advanced Communications","Mid-Market","Integrity Systems SA_Yearly6_2019-04-21","Technology","Pending Approval","Integrity Systems",25000,19500,16161,28164,102,28727
"Active","Attachments","Paul Partner","0013h00000CPh6xAAD","Trencher T48","Account.045","2020-06-19","2019-02-01","Ohana Technologies","Mid-Market","Momentum Design SA_Quarterly12_2019-02-01","Financial Services","Approved","Momentum Design",37500,6400,6191,42335,99,41912
"Expired","Attachments","Kasey Central","0013h00000CPh77AAD","Compactor 9000","Account.046","2020-06-19","2019-03-24","Advanced Communications","Enterprise","Silodyne Company SA_Monthly6_2019-03-24","Healthcare & Life Sciences","Upcoming Renewal","Silodyne Company",5000,8100,7785,5889,89,5241
"Active","Attachments","Kasey Central","0013h00000CPh6yAAD","Compactor 3500","Account.044","2020-06-19","2020-06-25","Ohana Technologies","Small Business","Wellspring, Inc. SA_Quarterly12_2020-06-25","Financial Services","Upcoming Renewal","Wellspring, Inc.",35000,5750,4964,39294,105,41259
"Expired","Attachments","Ricky East","0013h00000CPh5mAAD","Ripper 34","Account.011","2020-06-19","2020-03-02","Advanced Communications","Mid-Market","Meridian Partners SA_Yearly12_2020-03-02","Technology","Approved","Meridian Partners",40000,1350,1230,45882,91,41753
"Active","Attachments","Cindy Central","0013h00000CPh5nAAD","Sweeper S1000","Account.001","2020-06-19","2019-07-31","Ohana Technologies","Enterprise","Ohana Incorporated. SA_Monthly6_2019-07-31","Technology","Pending Approval","Ohana Incorporated.",12500,7500,7098,17045,85,14488
"Active","Attachments","Vance Channel","0013h00000CPh5kAAD","Pickup Broom PB100","Account.010","2020-06-19","2020-08-02","Ohana Technologies","Partner","Acme Partners SA_Yearly12_2020-08-02","Technology","Approved","Acme Partners",15000,6900,5863,20368,85,17313
"Expired","Attachments","Kasey Central","0013h00000CPh6yAAD","Hammer H700","Account.044","2020-06-19","2020-09-21","Ohana Technologies","Small Business","Wellspring, Inc. SA_Monthly18_2020-09-21","Financial Services","Upcoming Renewal","Wellspring, Inc.",32500,5750,5514,35640,105,37422
"Active","Attachments","Paul Partner","0013h00000CPh6xAAD","Hammer H500","Account.045","2020-06-19","2020-04-25","Ohana Technologies","Mid-Market","Momentum Design SA_Quarterly12_2020-04-25","Financial Services","Upcoming Renewal","Momentum Design",27500,4200,4038,31025,99,30715
"Active","Attachments","Cindy Central","0013h00000CPh5nAAD","Compactor 9500","Account.001","2020-06-19","2019-10-14","Ohana Technologies","Enterprise","Ohana Incorporated. SA_Quarterly12_2019-10-14","Technology","Approved","Ohana Incorporated.",12500,13000,12691,17109,85,14543
"Expired","Attachments","Vance Channel","0013h00000CPh5uAAD","Pulverizer P20","Account.052","2020-06-19","2020-01-21","Ohana Technologies","Enterprise","Red Studio Designs SA_Yearly6_2020-01-21","Communications","Pending Approval","Red Studio Designs",32500,4750,4426,30042,108,32445
"Active","Attachments","Ely East","0013h00000CPh5tAAD","Ripper 37","Account.054","2020-06-19","2019-03-23","Permadyne GmbH, LTD","Small Business","Tech Labs SA_Monthly18_2019-03-23","Manufacturing","Upcoming Renewal","Tech Labs",22500,2000,1841,26011,92,23930
"Expired","Attachments","Cindy Central","0013h00000CPh76AAD","Ripper 34","Account.059","2020-06-19","2019-01-13","Advanced Communications","Mid-Market","Integrity Systems SA_Yearly6_2019-01-13","Technology","Upcoming Renewal","Integrity Systems",25000,1350,1295,28123,102,28685
"Active","Attachments","Kasey Central","0013h00000CPh77AAD","Trencher T48","Account.046","2020-06-19","2019-11-03","Advanced Communications","Enterprise","Silodyne Company SA_Quarterly6_2019-11-03","Healthcare & Life Sciences","Approved","Silodyne Company",35000,6400,5843,41312,89,36768
"Expired","Attachments","Vance Channel","0013h00000CPh5kAAD","Backhoe Attachment R1","Account.010","2020-06-19","2020-01-09","Ohana Technologies","Partner","Acme Partners SA_Monthly12_2020-01-09","Technology","Upcoming Renewal","Acme Partners",12500,19500,18605,13318,110,14650
"Active","Attachments","Ricky East","0013h00000CPh5mAAD","Utility Broom UB1000","Account.011","2020-06-19","2019-08-27","Advanced Communications","Mid-Market","Meridian Partners SA_Quarterly6_2019-08-27","Technology","Approved","Meridian Partners",32500,4500,4038,36560,91,33270
"Active","Attachments","Bill West","0013h00000CPh6hAAD","Trencher T36","Account.019","2020-06-19","2019-04-26","Permadyne GmbH, LTD","Person","Haven Enterprises SA_Monthly12_2019-04-26","Consumer","Pending Approval","Haven Enterprises",15000,6000,5299,17691,94,16630
"Expired","Attachments","Kasey Central","0013h00000CPh77AAD","Pulverizer P10","Account.046","2020-06-19","2019-09-13","Advanced Communications","Enterprise","Silodyne Company SA_Yearly6_2019-09-13","Healthcare & Life Sciences","Approved","Silodyne Company",35000,4500,4325,40825,89,36334
"Active","Attachments","Kasey Central","0013h00000CPh6yAAD","Trencher T60","Account.044","2020-06-19","2020-03-11","Ohana Technologies","Small Business","Wellspring, Inc. SA_Quarterly18_2020-03-11","Financial Services","Upcoming Renewal","Wellspring, Inc.",40000,9000,7280,43834,105,46026
"Expired","Attachments","Cindy Central","0013h00000CPh5nAAD","Compactor 9000","Account.001","2020-06-19","2020-11-12","Ohana Technologies","Enterprise","Ohana Incorporated. SA_Yearly12_2020-11-12","Technology","Pending Approval","Ohana Incorporated.",27500,8100,7607,37584,85,31946
"Active","Attachments","Ely East","0013h00000CPh5tAAD","Ripper 19","Account.054","2020-06-19","2019-02-27","Permadyne GmbH, LTD","Small Business","Tech Labs SA_Monthly18_2019-02-27","Manufacturing","Approved","Tech Labs",35000,800,640,40329,92,37103
"Active","Attachments","Vance Channel","0013h00000CPh5kAAD","Ripper 27","Account.010","2020-06-19","2020-10-22","Ohana Technologies","Partner","Acme Partners SA_Quarterly12_2020-10-22","Technology","Upcoming Renewal","Acme Partners",15000,1000,955,17287,94,16250
"Expired","Attachments","Bill West","0013h00000CPh6hAAD","Pickup Broom PB200","Account.019","2020-06-19","2020-02-13","Permadyne GmbH, LTD","Person","Haven Enterprises SA_Monthly12_2020-02-13","Consumer","Upcoming Renewal","Haven Enterprises",17500,7500,7241,20434,94,19208
"Active","Attachments","Ricky East","0013h00000CPh5mAAD","Sweeper S1000","Account.011","2020-06-19","2020-05-03","Advanced Communications","Mid-Market","Meridian Partners SA_Yearly6_2020-05-03","Technology","Upcoming Renewal","Meridian Partners",25000,7500,6244,29049,91,26435
"Expired","Attachments","Cindy Central","0013h00000CPh76AAD","Backhoe Attachment R1","Account.059","2020-06-19","2019-12-13","Advanced Communications","Mid-Market","Integrity Systems SA_Quarterly6_2019-12-13","Technology","Approved","Integrity Systems",17500,19500,16561,19701,102,20095
"Active","Attachments","Vance Channel","0013h00000CPh5kAAD","Pickup Broom PB100","Account.010","2020-06-19","2019-04-13","Ohana Technologies","Partner","Acme Partners SA_Monthly6_2019-04-13","Technology","Pending Approval","Acme Partners",17500,6900,6552,18757,110,20633
"Active","Attachments","Vance Channel","0013h00000CPh5uAAD","Compactor 3500","Account.052","2020-06-19","2020-06-25","Ohana Technologies","Enterprise","Red Studio Designs SA_Yearly6_2020-06-25","Communications","Upcoming Renewal","Red Studio Designs",10000,5750,5491,9414,108,10167
"Expired","Attachments","Paul Partner","0013h00000CPh6xAAD","Backhoe Attachment R2","Account.045","2020-06-19","2019-07-26","Ohana Technologies","Mid-Market","Momentum Design SA_Quarterly12_2019-07-26","Financial Services","Approved","Momentum Design",10000,20500,20046,11333,99,11220
"Active","Attachments","Ely East","0013h00000CPh5tAAD","Ripper 37","Account.054","2020-06-19","2019-05-03","Permadyne GmbH, LTD","Small Business","Tech Labs SA_Yearly6_2019-05-03","Manufacturing","Upcoming Renewal","Tech Labs",5000,2000,1889,5774,92,5312
"Active","Attachments","Kasey Central","0013h00000CPh77AAD","Pulverizer P20","Account.046","2020-06-19","2020-12-23","Advanced Communications","Enterprise","Silodyne Company SA_Monthly18_2020-12-23","Healthcare & Life Sciences","Pending Approval","Silodyne Company",27500,4750,3980,32517,89,28940
"Expired","Attachments","Vance Channel","0013h00000CPh5kAAD","Hammer H500","Account.010","2020-06-19","2020-07-10","Ohana Technologies","Partner","Acme Partners SA_Monthly12_2020-07-10","Technology","Upcoming Renewal","Acme Partners",5000,4200,3814,5832,91,5307
"Active","Attachments","Paul Partner","0013h00000CPh6xAAD","Hammer H700","Account.045","2020-06-19","2019-06-12","Ohana Technologies","Mid-Market","Momentum Design SA_Quarterly6_2019-06-12","Financial Services","Approved","Momentum Design",35000,5750,5437,39436,99,39042
"Expired","Attachments","Vance Channel","0013h00000CPh5kAAD","Trencher T60","Account.010","2020-06-19","2019-01-19","Ohana Technologies","Partner","Acme Partners SA_Yearly18_2019-01-19","Technology","Approved","Acme Partners",30000,9000,7424,32355,110,35590
"Active","Attachments","Vance Channel","0013h00000CPh5uAAD","Ripper 27","Account.052","2020-06-19","2020-06-06","Ohana Technologies","Enterprise","Red Studio Designs SA_Monthly6_2020-06-06","Communications","Upcoming Renewal","Red Studio Designs",17500,1000,970,16187,108,17482
"Active","Attachments","Kasey Central","0013h00000CPh6yAAD","Backhoe Attachment R2","Account.044","2020-06-19","2020-08-18","Ohana Technologies","Small Business","Wellspring, Inc. SA_Yearly18_2020-08-18","Financial Services","Approved","Wellspring, Inc.",22500,20500,19709,25138,105,26395
"Expired","Attachments","Ricky East","0013h00000CPh5mAAD","Backhoe Attachment R1","Account.011","2020-06-19","2020-01-20","Advanced Communications","Mid-Market","Meridian Partners SA_Quarterly6_2020-01-20","Technology","Upcoming Renewal","Meridian Partners",20000,19500,18272,24433,91,22234
"Active","Attachments","Cindy Central","0013h00000CPh5nAAD","Pickup Broom PB100","Account.001","2020-06-19","2019-06-04","Ohana Technologies","Enterprise","Ohana Incorporated. SA_Quarterly6_2019-06-04","Technology","Pending Approval","Ohana Incorporated.",40000,6900,5576,55058,85,46799
